[YYYY-MM-DD HH:mm:SS],AAPL,ADBE,ADP,AMD,AMZN,ASML,ATVI,AVGO,CRM,CSCO,FISV,GOOGL,IBM,INFY,INTC,INTU,META,MSFT,NDX,NFLX,NOW,NVDA,ORCL,PYPL,QCOM,SIRI,TSLA,TXN,VMW
06/07/2015 10:00,31.42,80.71,80.44,2.475,21.8385,102.2,24.68,137.2265,69.37,27.0399,41.855,27.2035,164.23,7.94495,30.2242,101.21,87.2,44.11,4416.75,94.13571429,73.66,5.115,39.845,37.25,63.23,3.685,18.46666667,51.7,83.36
06/07/2015 10:30,31.4025,80.69,80.46,2.47,21.8975,102.41,24.88,136.94,69.44,27.11,41.86,27.297,164.46,7.9,30.295,101.1599,87.54,44.2642,4423.19,94.08542857,74.2,5.0975,40.085,36.08,63.315,3.69,18.48266667,51.7,82.86
06/07/2015 11:00,31.5,80.93,80.7101,2.5,21.938,102.76,24.87,137.27,69.5699,27.15,42,27.361,164.8956,7.9475,30.31,101.32,87.83,44.29,4433.57,94.61571429,74.29,5.105,40.2,36.775,63.354,3.69,18.55866667,52,83.28
06/07/2015 11:30,31.43,80.75,80.47,2.49,21.83,102.18,24.83,136.5,69.208,27.07,42,27.311,164.69,7.93,30.17,101.18,87.86,44.16,4421.27,94.67571429,74.11,5.06875,40.26,36.55,63.19,3.69,18.73466667,51.79,83.045
06/07/2015 12:00,31.4375,80.85,80.61,2.5,21.788,102.53,24.79,136.36,69.28,27.18,42.055,27.275,164.77,7.915,30.23,101.31,87.85,44.265,4423.71,94.54285714,74.06,5.08,40.27,36.44,63.295,3.695,18.66866667,51.84,83.17
06/07/2015 12:30,31.422475,80.77,80.71,2.505,21.79,102.5,24.76,135.96,69.0499,27.185,42.035,27.2585,164.79,7.9225,30.1835,101.36,87.9083,44.3,4424.29,94.76714286,74.24,5.07375,40.25,36.3937,63.305,3.69,18.67266667,51.731,83.18
06/07/2015 13:00,31.46725,80.8,80.76,2.5,21.7815,102.21,24.78,136,69.197,27.2,42.0625,27.29925,164.57,7.9,30.15,101.39,87.757,44.42,4423.11,94.61142857,74.18,5.0525,40.25,36.68,63.1847,3.69,18.61466667,51.61,83.16
06/07/2015 13:30,31.415,80.59,80.59,2.48,21.7345,101.75,24.725,135.47,68.97,27.115,41.97,27.2315,164.16,7.93,30.06,101.3625,87.24,44.35,4412.2,94.41285714,73.9,5.0375,40.22,36.87,63.02,3.685,18.566,51.38,82.98
06/07/2015 14:00,31.38,80.45,80.46,2.475,21.7295,101.68,24.665,134.89,68.82,27.1332,41.93,27.2255,164.12,7.9225,30.0199,101.29,87.18,44.364,4406.4,94.51,73.56,5.0175,40.125,36.95,63.0099,3.68,18.54666667,51.245,82.81
06/07/2015 14:30,31.3475,80.38,80.41,2.445,21.6925,101.585,24.64,134.35,68.63,27.08,41.915,27.2125,163.9,7.935,29.88,101.2,86.85,44.21,4399.24,94.22051429,73.245,5.00875,39.99,36.7,62.81,3.665,18.53333333,51.13,82.48
06/07/2015 15:00,31.37125,80.37,80.5,2.455,21.695,101.61,24.67,134.34,68.66,27.105,41.96,27.19775,164.0825,7.93,29.88,101.39,86.99,44.18,4400.15,94.15371429,73.12,5.005,39.97,36.53,62.865,3.665,18.567,51.18,82.59
06/07/2015 15:30,31.43,80.45,80.59,2.475,21.735,101.69,24.755,134.05,68.745,27.15,42.07,27.2355,164.31,7.92,29.975,101.6472,87.101,44.265,4407.28,94.26,73.27,5.03,40.065,36.57,63.0183,3.69,18.59209333,51.33,82.89
06/07/2015 16:00,31.4975,80.51,80.83,2.46,21.802,101.92,24.825,134.2,69.15,27.215,42.15,27.281,164.73,7.94,30.03,101.91,87.59,44.4,4418.74,94.63285714,73.67,5.0425,40.135,36.71,63.11,3.685,18.64733333,51.39,83.015
06/07/2015 16:30,31.5,80.5,80.83,2.47,21.829,101.92,24.82,134.2,69.16,27.22,42.155,27.294,164.9378,7.94,29.95,101.92,87.65,44.39,4418.66,94.56857143,73.7,5.0425,40.15,36.5,63.11,3.68,18.64066667,51.39,83.06
07/07/2015 10:00,31.355,80.065,80.52,2.13,21.696,99.48,25.01,131.19,68.9,27.09,42.005,27.2025,163.65,7.9,29.645,101.99,86.6399,43.89,4396.37,94.67857143,73.26,4.81,40.01,36.6,62.42,3.67,18.29467333,50.76,81.99
07/07/2015 10:30,31.25635,79.94,80.34,2.091,21.5775,98.4523,24.79,129.26,68.77,26.9801,41.915,27.1005,162.86,7.86,29.23,101.78,86.12,43.8054,4377.32,93.38428571,72.895,4.80125,39.97,36.45,61.99,3.66,18.04,50.2601,81.54
07/07/2015 11:00,31.1615,79.405,80.2,2.1,21.5125,98.24,24.58,128.3,68.61,26.97,41.775,27.06,162.94,7.835,29.5,101.73,85.71,43.655,4366.81,93.35857143,72.81,4.85475,39.97,36.47,61.94,3.66,17.82600667,50.51,80.78
07/07/2015 11:30,31.0525,79.28,80.02,2.1,21.4235,97.4,24.44,127.2,68.61,26.96,41.64,27.0155,162.41,7.8,29.305,101.69,85.425,43.46,4352.91,92.83714286,73.03,4.895,39.905,36.53,61.7065,3.65,17.47186,50.2463,81.29
07/07/2015 12:00,31.1307,79.35,80.2533,2.11,21.5405,97.929,24.6799,129.21,68.75,26.98,41.82,27.14725,162.91,7.835,29.45,102.03,86.1044,43.64,4371.64,93.04285714,73.129,4.88125,40.04,36.7,61.95,3.67,17.70866667,50.19,81.71
07/07/2015 12:30,31.075,79.43,80.26,2.09,21.5375,98.14,24.725,128.7354,68.91,27.005,41.76,27.121,162.75,7.835,29.425,102.19,86.06,43.55,4369.5,92.83285714,73.425,4.88,39.91,36.5,62.01,3.67,17.67667333,50.305,81.79
07/07/2015 13:00,31.215,80.04,80.65,2.09,21.6805,98.5,24.81,129.92,69.67,27.2,42.02,27.190495,163.73,7.88,29.57,102.9512,86.505,43.98,4392.59,93.58285714,74.48,4.9275,40.095,36.51,62.2999,3.69,17.79533333,50.665,82.596
07/07/2015 13:30,31.265,80.1,80.76,2.085,21.699,98.68,24.995,130.41,69.64,27.24,42.07,27.275,164.02,7.8875,29.629,102.89,86.74,43.993,4400.9,93.92571429,74.63,4.92125,40.07,36.595,62.41,3.7,17.78666667,50.86,82.23
07/07/2015 14:00,31.2325,79.945,80.7,2.09,21.636,98.92,25.03,131.39,69.49,27.24,42.085,27.30025,163.88,7.895,29.62,102.632,86.505,43.9499,4399.02,93.59714286,74.88,4.9275,39.98,36.595,62.34,3.7,17.66133333,50.79,82.25
07/07/2015 14:30,31.233225,79.8599,80.536,2.08,21.67,98.62,24.94,131.3599,69.55,27.16,42.03,27.2855,163.7572,7.885,29.541,102.48,86.34,43.8854,4392.79,93.32142857,74.97,4.92,39.91,36.47,62.32,3.695,17.68162,50.65,82.08
07/07/2015 15:00,31.4218,80.57,81.19,2.09,21.8775,99.9,25.105,132.97,70.37,27.365,42.345,27.499,165.13,7.9275,29.86,103.27,87.38,44.3701,4429.7,94.04,75.66,4.96125,40.145,36.49,62.84,3.715,17.94933333,51.23,83.03
07/07/2015 15:30,31.411175,80.51,81.11,2.09,21.836,100.53,25.0999,133.26,70.449,27.41,42.405,27.4925,165.06,7.935,29.865,103.59,87.35,44.375,4430.15,93.92857143,75.42,4.96,40.19,36.7,62.85,3.735,17.90266667,51.27,82.88
07/07/2015 16:00,31.4225,80.58,81.06,2.08,21.8255,100.17,25.055,132.84,70.27,27.36,42.46,27.503,165.06,7.93,29.9,103.57,87.22,44.3,4428.97,94.09285714,75.66,4.94625,40.18,36.55,62.8,3.71,17.85866667,51.2,82.95
07/07/2015 16:30,31.405,80.59,81.07,2.06,21.836,100.16,25.05,129.8705,70.26,27.1411,42.48,27.5015,163.7908,7.93,29.5486,103.58,87.16,43.9302,4429.06,94.08428571,75.68,4.9475,40.16,36.68,62.3429,3.71,17.85866667,51.21,84.5
08/07/2015 10:00,30.91825,79.52,80.28,2.025,21.699,97.78,24.96,128.73,69.84,27.09,41.88,27.1795,163.97,7.77,29.35,102.89,86.19,44.2699,4379.84,92.9119,75.25,4.905,40.075,36.09,61.9846,3.68,17.18933333,49.7,83.12
08/07/2015 10:30,30.8475,79.74,80.41,2.02,21.60225,97.91,24.85,127.68,70.07,27.11,41.93,27.257,163.71,7.755,29.42,103.06,86.175,44.5,4376.21,92.67314286,75.38,4.9175,40.13,35.58,62.01,3.68,17.11933333,49.78,82.78
08/07/2015 11:00,31.03475,79.93,80.75,2.0285,21.60275,98.21,25.09,128.96,70.35,27.08,42.085,27.234,163.91,7.77,29.38,103.42,86.23,44.77,4390.78,93.21571429,75.87,4.92,40.18,35.4,62.09,3.68,17.36066667,49.98,82.955
08/07/2015 11:30,30.8925,79.625,80.27,2.03,21.513245,98,24.92,127.65,69.785,26.925,41.88,27.184,162.96,7.75,29.205,103.14,85.96,44.45,4371.48,92.77857143,75.135,4.89,40.1,35.24,61.81,3.68,17.29266667,49.71,82.27
08/07/2015 12:00,30.81,79.595,80.13,2.015,21.5155,97.45,24.97,127.455,69.56,26.92,41.745,27.1645,162.87,7.735,29.316,103.032,86.07,44.31,4362.81,92.72284286,75.23,4.8975,40.015,35.21,61.84,3.665,17.10734,49.55,82.11
08/07/2015 12:30,30.87125,80.01,80.3468,2.015,21.5725,97.62,24.975,128.3299,69.8,26.98,41.895,27.1605,163.3375,7.7475,29.37,103.31,86.255,44.4,4369.7,92.77857143,75.42,4.90875,40.0955,35.29,61.9,3.665,17.154,49.63,82.3101
08/07/2015 13:00,30.8775,80.3,80.52,2.0125,21.5885,97.6,25.04,128.72,69.924,27.01,41.975,27.225,163.73,7.7475,29.48,103.54,86.23,44.561,4376.73,93.03428571,75.2,4.92,40.07,35.24,62.12,3.675,17.2,49.73,82.49
08/07/2015 13:30,30.865,80.32,80.51,2.015,21.6375,97.58,24.94,128.86,69.89,26.99,41.915,27.26175,163.58,7.75,29.59,103.52,86.37,44.58,4378.31,93.39285714,75.04,4.935,40.03,35.155,62.15,3.65,17.204,49.73,82.42
08/07/2015 14:00,30.97,80.42,80.45,2.015,21.634,97.45,24.86,129.41,69.9099,27.08,41.9,27.29,163.89,7.7575,29.65,103.64,86.4,44.61,4382.73,93.51287143,75.29,4.9425,40.05,35.065,62.095,3.665,17.21733333,49.8,82.57
08/07/2015 14:30,30.86975,80.08,80.32,2.015,21.558,97.55,24.93,128.96,69.62,26.9954,41.81,27.178,163.3,7.745,29.61,103.56,86.0329,44.4458,4369.63,93.34285714,75,4.9225,40.04,35.0275,62.02,3.66,17.16133333,49.76,82.52
08/07/2015 15:00,30.747475,79.7,80.03,2.01,21.4855,97,24.83,128.57,69.3,26.96,41.675,27.1175,163.1,7.7525,29.5,103.22,85.57,44.15,4351.8,93.26502857,74.26,4.9225,39.93,34.99,61.92,3.635,16.98666667,49.665,81.85
08/07/2015 15:30,30.725,79.8,80.05,2.015,21.464,97.14,24.76,128.27,69.16,26.965,41.715,27.07876,163.23,7.7275,29.44,103.36,85.54,44.17,4351.73,93.18571429,74.455,4.905,39.86,34.85,61.895,3.645,17.044,49.62,81.75
08/07/2015 16:00,30.6475,79.99,80.03,2.015,21.481,97.14,24.8,128.11,69.43,26.99,41.715,27.085,163.22,7.73,29.505,103.48,85.62,44.25,4352.52,93.48142857,74.8,4.9125,39.78,34.68,61.91,3.645,16.99733333,49.52,81.78
08/07/2015 16:30,30.6475,79.95,80.03,2.01,21.485,97.14,24.8,128.5984,69.39,27.024,41.705,27.085,163.5462,7.725,29.4269,103.43,85.69,44.26,4351.58,93.50714286,74.83,4.9125,39.77,34.9,62.0249,3.65,17,49.53,81.9
09/07/2015 10:00,30.9825,81.36,81.24,1.975,21.83,101.41,25.2,128.37,71.15,27.312,42.26,27.366625,164.8,7.79,29.31,104.965,87.36,44.88,4404.18,94.96142857,76.12,4.905,40.38,35.34,62.94,3.69,17.51733333,49.63,82.895
09/07/2015 10:30,30.8375,81.16,80.87,1.9501,21.73175,100.64,24.95,128.13,71.21,27.02,42.19995,27.273935,164.65,7.74,29.245,104.645,87.08,44.7855,4387.59,94.63714286,76.415,4.862475,40.3075,34.97,62.44,3.705,17.4316,49.24,82.34
09/07/2015 11:00,30.8775,81.38,81.2039,1.97,21.8198,101.06,25.02,128.508,71.37,27.165,42.375,27.3355,165.1,7.75,29.269,104.78,87.17,44.941,4399.27,94.92857143,76.61,4.87625,40.29,34.5,62.56,3.73,17.38666667,49.39,82.42
09/07/2015 11:30,30.771,81.09,81.15,1.985,21.8025,100.8,24.96,127.28,70.88,27.15,42.34,27.3215,164.748,7.765,29.39,104.5,86.82,45.0601,4394.29,94.68857143,76.65,4.8425,40.26,34.6,62.25,3.7099,17.262,49.08,81.59
09/07/2015 12:00,30.725,81,80.99,1.995,21.8415,99.85,25.005,125.2939,70.73,27.1166,42.27,27.338,164.835,7.745,29.27,104.185,86.44,44.9645,4386.05,94.7095,76.72,4.8275,40.26,34.4,62.3,3.71,17.26046667,49.03,81.51
09/07/2015 12:30,30.712475,80.85,80.85,1.97,21.8375,100.05,25.03,125.06,70.73,27.1361,42.2,27.3615,164.94,7.73,29.255,104.07,86.52,44.9535,4385.42,94.64142857,76.76,4.8525,40.295,34.38,62.31,3.72,17.23466667,48.97,81.46
09/07/2015 13:00,30.67625,80.93,80.94,1.975,21.8505,100.01,25.1,126.31,70.78,27.14,42.275,27.3705,165,7.74,29.25,104.21,86.58,44.96,4386.84,94.95,76.79,4.8625,40.34,34.1,62.465,3.715,17.24333333,48.93,81.78
09/07/2015 13:30,30.43875,80.66,80.76,1.97,21.815,99.96,25.015,125.18,70.43,27.09,42.195,27.319955,164.43,7.745,29.11,103.98,86.36,44.85,4374.17,95.04428571,76.415,4.8675,40.2729,34.2,62.28,3.715,17.18066667,48.78,81.7457
09/07/2015 14:00,30.36425,80.72,80.85,1.97,21.82396,99.845,25.015,124.89,70.53,27.05,42.23,27.3665,164.56,7.735,29.05,103.91,86.26,44.835,4375.05,95.50428571,76.47,4.885,40.34,34.31,62.29,3.725,17.19857333,48.65,82.04
09/07/2015 14:30,30.11605,80.54,80.74,1.96,21.7825,99.46,25.02,124.0144,70.32,26.965,42.165,27.317,163.9299,7.71855,28.84,103.72,85.66,44.76,4360.01,95.01285714,76.3418,4.86,40.23,34.16,62.1499,3.72,17.16833333,48.36,81.639
09/07/2015 15:00,30.12525,80.76,80.88,1.955,21.838,99.6,25.04,124.39,70.41,27.02,42.275,27.366,164.24,7.72505,29.1001,103.9,86.15,44.775,4366.88,95.53142857,76.15,4.88625,40.33,34.18,62.12,3.73,17.19266667,48.4,81.93
09/07/2015 15:30,30.0975,80.63,80.82,1.98,21.7565,99.56,25.11,124.9205,70.21,26.985,42.28,27.32025,164.02,7.72,29.02,103.83,86.05,44.6975,4362.71,95.5,76.31,4.87,40.3,34.31,62.07,3.72,17.228,48.4,81.82
09/07/2015 16:00,30.0075,80.48,80.68,1.98,21.7195,99.63,25.13,124.7,69.94,26.91,42.23,27.232,163.85,7.71,28.9299,103.58,85.89,44.51,4351.96,95.72857143,76.19,4.8525,40.19,34.49,61.87,3.705,17.194,48.11,81.59
09/07/2015 16:30,30.0325,80.29,80.69,1.98,21.714,99.62,25.13,124.57,69.94,26.84,42.2225,27.2375,163.85,7.705,28.843,103.61,85.89,44.52,4352.03,95.72757143,76.18,4.825,40.15,34.718,61.98,3.69,17.17733333,48.12,81.61
10/07/2015 10:00,30.5125,80.76,81.41,1.99,21.9635,103.45,25.33,128.83,70.686,27.14,42.63,27.704,165.825,7.725,29.23,104.1771,87.06,44.81,4400.58,98.0657,76.935,4.9725,40.38,34.04,62.59,3.73,17.3,48.9831,81.47
10/07/2015 10:30,30.72,80.84,81.31,1.97,22.007,103.4,25.4,127.912,70.8,27.155,42.74,27.757,166.01,7.71,29.06,103.99,87.17,44.795,4406.11,97.77071429,76.99,4.9525,40.42,34.27,62.5899,3.73,17.25333333,48.855,81.395
10/07/2015 11:00,30.722975,80.79,81.5,1.99,22.0625,103.57,25.395,128.35,70.66,27.12,42.78,27.7905,166.19,7.715,29.06,104.05,87.14,44.83,4406.51,97.87,76.82,4.96,40.33,34.21,62.65,3.71,17.30000667,48.9438,81.47
10/07/2015 11:30,30.7725,81.02,81.69,1.96,22.151,103.136,25.39,128.492,70.86,27.19,42.92,27.832,166.38,7.725,29.095,104.34,87.72,44.97,4416.05,97.63428571,76.925,4.95375,40.35,34.39,62.69,3.7,17.39833333,48.945,81.29
10/07/2015 12:00,30.7725,81.23,81.72,1.975,22.176,102.83,25.49,128.394,71.17,27.31,42.995,27.905,167.09,7.72,29.07,104.41,87.742,45.01,4420.93,97.62142857,77.24,4.96,40.445,34.35,62.8,3.7,17.39733333,48.99,81.66
10/07/2015 12:30,30.7525,81.195,81.64,1.97,22.209,102.5,25.49,128.205,71.2428,27.33,42.98,27.959,167.27,7.72,29.125,104.3373,88.004,44.96,4422.34,97.36428571,76.77,4.95,40.47,34.58,62.87,3.72,17.35333333,48.925,81.5
10/07/2015 13:00,30.76,81.18,81.55,1.97,22.183965,102.25,25.47,128.24,71.25,27.29,43.01,27.929,167.27,7.715,29.1899,104.35,88.04,44.93,4421.28,97.2,76.94,4.955,40.5101,34.66,62.88,3.73,17.37533333,48.935,81.6
10/07/2015 13:30,30.73425,81.06,81.49,1.97,22.1825,102.1,25.5,128.62,71.22,27.27,43.03,27.8445,167.07,7.7375,29.17,104.32,87.8978,44.84,4417.85,97.40714286,76.89,4.95,40.4,34.51,62.87,3.725,17.33866667,48.97,81.49
10/07/2015 14:00,30.7817,80.87,81.48,1.97,22.134,101.73,25.44,127.64,71.1,27.26,43.01,27.863375,166.7002,7.7325,29.195,104.18,87.809,44.7462,4416.6,97.30571429,76.74,4.9475,40.42,34.54,62.75,3.72,17.32,48.875,81.72
10/07/2015 14:30,30.86,81.12,81.63,1.96,22.1744,101.99,25.495,128.66,71.185,27.3,43.0825,27.941,167.02,7.7375,29.25,104.47,87.97,44.74,4423.88,97.44428571,76.82,4.9575,40.492,34.55,62.84,3.73,17.324,49.065,81.66
10/07/2015 15:00,30.91475,81.06,81.71,1.95,22.199,102.5225,25.49,129.05,71.3,27.32,43.12,27.915,167.02,7.7575,29.26,104.5,88.147,44.885,4429.39,97.54857143,77.12,4.95,40.455,35.05,63,3.74,17.30666667,49.185,81.97
10/07/2015 15:30,30.883125,80.95,81.75,1.95,22.159,102.77,25.4,129.8,71.31,27.31,43.23,27.8585,167.147,7.7425,29.3185,104.59,88.1,44.8,4428.59,97.64285714,77.14,4.9375,40.445,34.92,62.99,3.74,17.30066667,49.14,82.02
10/07/2015 16:00,30.815,80.58,81.51,1.96,22.1755,102.73,25.36,129.82,71.12,27.26,43.165,27.8055,166.98,7.745,29.16,104.37,87.95,44.59,4419.5,97.22142857,76.72,4.9375,40.34,34.89,62.73,3.72,17.276,49.01,82.07
10/07/2015 16:30,30.8125,80.59,81.52,1.96,22.1755,102.7,25.36,129.84,71.12,27.27,43.175,27.7775,166.95,7.74,29.16,104.36,87.9,44.61,4420.15,97.16857143,76.74,4.9375,40.36,34.75,62.827,3.71,17.21666667,49.01,82.07
13/07/2015 10:00,31.135,81.19,81.96,1.98,22.865,103.39,25.55,129.4,71.487,27.53,43.34,28.254,168.995,7.795,29.3666,105.4,89.92,45.49,4474.8,100.4042857,76.62,4.968375,40.58,36.45,63.31,3.78,17.2,49.24,83.89
13/07/2015 10:30,31.135,81.08,81.94,1.99,22.70573,103.62,25.565,129.43,71.16,27.59,43.39,28.300505,169.5074,7.795,29.4451,105.82,89.7699,45.519,4477.56,100.2942857,76.39,4.975,40.4,36.9,63.47,3.79,17.152,49.38,83.575
13/07/2015 11:00,31.14,81.5,81.99,1.965,22.727,103.39,25.655,129.41,71.23,27.62,43.46,28.242,169.41,7.7875,29.395,105.76,90.05,45.51,4481.01,101.4285714,76.28,4.9425,40.485,37.33,63.19,3.78,17.20034,49.24,83.58
13/07/2015 11:30,31.225,81.29,81.86,1.96,22.68925,103.37,25.66,128.67,71.05,27.63,43.44,28.2525,169.5602,7.7875,29.51,105.415,89.96,45.395,4480.9,101.1428571,76.06,4.96,40.55,36.86,63.37,3.78,17.198,49.24,83.62
13/07/2015 12:00,31.3,81.36,81.98,1.98,22.70821,103.05,25.72,129.152,71.2267,27.655,43.45,28.31,169.5404,7.785,29.545,105.56,90.08,45.55,4485.85,101.7818857,76.3,4.9525,40.565,36.75,63.38,3.795,17.328,49.3,83.82
13/07/2015 12:30,31.3525,81.52,81.93,1.96,22.7465,103.3,25.67,128.805,71.45,27.6837,43.4325,28.325,169.23,7.7775,29.62,105.71,90.009,45.53,4487.48,102.2428571,76.33,4.95875,40.62,36.54,63.48,3.8,17.30266667,49.34,83.72
13/07/2015 13:00,31.324975,81.32,81.83,1.96,22.727,103.29,25.685,129.09,71.41,27.61,43.445,28.339,169,7.77,29.56,105.65,89.77,45.475,4482.74,102.0414286,76.56,4.959,40.68,36.7075,63.4,3.795,17.358,49.21,83.8
13/07/2015 13:30,31.385,81.36,81.85,1.965,22.811,103.296,25.75,128.96,71.45,27.685,43.455,28.3875,169.3,7.775,29.6,105.53,89.89,45.5201,4486.1,101.9357143,76.8,4.9575,40.68,36.74,63.5,3.8,17.43133333,49.29,83.82
13/07/2015 14:00,31.36875,81.23,81.73,1.96,22.78295,103.25,25.74,128.58,71.3,27.6701,43.45,28.402905,169.22,7.77,29.6444,105.51,89.79,45.4964,4483.26,101.5628571,76.68,4.9585,40.675,36.83,63.46,3.81,17.414,49.23,83.53
13/07/2015 14:30,31.4025,81.41,81.75,1.96,22.7695,103.46,25.775,128.75,71.27,27.69,43.445,28.436,169.34,7.7725,29.6451,105.44,89.87,45.5346,4487.37,101.5242857,76.5128,4.96125,40.6864,36.925,63.46,3.815,17.39206667,49.27,83.68
13/07/2015 15:00,31.4025,81.65,81.78,1.965,22.7915,103.72,25.77,129.19,71.43,27.755,43.505,28.552,169.46,7.785,29.7699,105.66,90.04,45.57,4493.44,101.4611429,76.61,4.965,40.75,36.88,63.655,3.815,17.4,49.41,83.78
13/07/2015 15:30,31.430025,81.49,81.83,1.96,22.79875,103.71,25.815,129.29,71.26,27.75,43.5775,28.6225,169.532,7.77,29.81,105.73,90.045,45.59,4496.95,101.0464286,76.805,4.97125,40.82,36.665,63.64,3.82,17.39333333,49.51,83.97
13/07/2015 16:00,31.4125,81.42,81.73,1.955,22.778,103.3,25.89,129.18,71.06,27.785,43.54,28.5865,169.39,7.7675,29.73,105.43,90.09,45.53,4494.1,101.0914286,76.61,4.97,40.78,36.82,63.44,3.82,17.47733333,49.33,83.82
13/07/2015 16:30,31.415,81.44,81.73,1.95,22.78985,103.3,25.85,129.18,71.05,27.81,43.545,28.5865,169.38,7.77,29.8,105.43,90.09,45.59,4494.47,101.1428571,76.6,4.97,40.8,36.79,63.46,3.82,17.48333333,49.33,83.8
14/07/2015 10:00,31.32375,81.67,81.6032,2.02,23.1,103.18,25.9475,131.62,71.84,27.84,43.485,29.2115,168.63,7.82,30.03,105.7,89.915,45.6001,4510.89,100.1414143,78.469,4.9325,40.695,37.15,63.89,3.81,17.47933333,49.61,84
14/07/2015 10:30,31.4025,81.825,81.61,2.02,23.166495,103.56,25.92,131.33,71.93,27.8,43.49,29.17575,168.57,7.81,29.76,105.665,89.874,45.635,4516.21,100.4071429,78.12,4.9625,40.66,37.3038,64.0699,3.82,17.55333333,49.745,84.11
14/07/2015 11:00,31.385,81.97,81.74,2.05,23.1665,103.48,25.925,131.33,71.65,27.7447,43.565,29.159125,168.48,7.7975,29.87,105.58,89.72,45.71,4517.95,99.91285714,78.3209,4.95,40.655,37.2,64.19,3.825,17.6296,49.62,84.21
14/07/2015 11:30,31.4175,81.98,81.77,2.035,23.288,103.7,25.96,131.46,71.68,27.925,43.63,29.1425,168.46,7.8,29.661,105.75,90.21,45.86,4525,100,78.2,4.9675,40.67,37.22,64.03,3.83,17.65733333,49.93,84
14/07/2015 12:00,31.470025,81.97,81.83,2.05,23.3222,103.71,26.09,131.73,71.91,27.89,43.66,29.192005,168.46,7.795,29.6999,105.83,90.3,45.83,4529.08,100.5792857,78.16,4.96975,40.71,37.3,64.09,3.85,17.65266667,49.975,83.93
14/07/2015 12:30,31.457475,81.96,81.82,2.0201,23.3465,103.18,26.1165,131.3742,71.803,27.855,43.68,29.2025,168.63,7.79,29.64,105.93,90.18,45.735,4525.9,100.4285714,77.83,4.97,40.75,37.1075,64.07,3.85,17.65666667,49.86,83.94
14/07/2015 13:00,31.4775,81.9,81.8,2.015,23.348495,103.15,26.0801,131.16,71.64,27.915,43.695,29.3695,168.69,7.785,29.51,105.74,90.195,45.681,4525.12,100.2928714,77.5,4.95625,40.745,37.02,64.135,3.845,17.64400667,49.64,83.92
14/07/2015 13:30,31.54,81.99,81.8054,2.015,23.368005,102.84,26.105,131.17,71.78,27.945,43.715,29.448,168.67,7.7775,29.55,105.7,90.41,45.7,4529.67,100.4,77.65,4.95125,40.7167,37.01,64.18,3.84,17.616,49.84,84.1
14/07/2015 14:00,31.575,82.115,81.86,2.015,23.347475,102.73,26.1,131.27,71.74,27.8999,43.7305,29.4195,168.635,7.76,29.575,105.69,89.965,45.6999,4530.2,100.4571429,77.43,4.9525,40.71,36.965,64.2665,3.86,17.67933333,49.82,84.18
14/07/2015 14:30,31.545,82.14,81.8628,2.02,23.3975,102.95,26.12,131.97,71.86,27.935,43.725,29.3795,168.65,7.775,29.645,105.8525,89.83,45.7499,4532.14,100.4128571,77.49,4.955,40.775,36.995,64.13,3.86,17.67666667,49.885,84.39
14/07/2015 15:00,31.55,82.24,81.87,2.03,23.4624,103,26.115,132.01,71.8,27.99,43.70995,29.4025,168.67,7.795,29.585,105.9,89.98,45.74,4534.11,100.3342857,77.56,4.9625,40.78,36.965,64.1,3.86,17.70333333,49.74,84.4
14/07/2015 15:30,31.4475,82.2,81.98,2.045,23.419,103.01,26.08,132.2,71.93,28.01,43.76,29.34775,168.665,7.7975,29.68,106.08,89.971,45.77,4534.43,100.3942857,77.5,4.97375,40.845,36.96,64.175,3.865,17.72066667,49.72,84.52
14/07/2015 16:00,31.4025,81.88,81.89,2.05,23.28,103.12,26.05,132.28,71.77,28.03,43.705,29.209,168.61,7.7925,29.655,105.84,89.67,45.62,4524.2,100.3614286,77.42,4.9725,40.75,36.9,63.94,3.83,17.71333333,49.77,84.31
14/07/2015 16:30,31.415,81.89,81.89,2.05,23.28,103.07,26.1,132.63,71.79,28.05,43.7,29.204,168.61,7.79,29.653,105.83,89.72,45.62,4523.47,100.3928571,77.41,4.9675,40.78,36.93,64.04,3.83,17.74,49.76,84.31
15/07/2015 10:00,31.50405,82.295,81.86,2.055,23.1495,106.61,25.98,132.91,71.95,28,43.59,29.4255,168.238,7.8925,29.84,106.09,90.72,45.655,4542.96,99.8304,78.34,4.96125,40.79,37.605,64.12,3.82,17.77933333,49.68,84.41
15/07/2015 10:30,31.59,82,81.98,2.06,23.068995,107.36,25.84,131.97,71.63,28.065,43.655,29.1245,168.5,7.8975,29.765,106.45,90.1799,45.72,4535.93,99.35,78.195,4.9675,40.75,37.2258,63.985,3.82,17.70666667,49.7,84.38
15/07/2015 11:00,31.73,82.18,82.1262,2.055,23.1925,108.05,25.875,131.9,72.09,28.16,43.7775,29.125,168.98,7.9125,29.695,106.59,90.71,45.78,4543.45,100.098,78.11,4.97375,40.78,37.21,64.03,3.83,17.72,49.74,84.38
15/07/2015 11:30,31.716275,81.99,82.12,2.055,23.1605,107.61,25.78,131.7,71.82,28.08,43.67,29.2025,168.8,7.9075,29.685,106.14,90.29,45.73,4541.69,99.717,77.77,4.952475,40.7608,37.685,63.9785,3.82,17.651,49.7,84.35
