[YYYY-MM-DD HH:mm:SS],AAPL,ADBE,ADP,AMD,AMZN,ASML,ATVI,AVGO,CRM,CSCO,FISV,GOOGL,IBM,INFY,INTC,INTU,META,MSFT,NDX,NFLX,NOW,NVDA,ORCL,PYPL,QCOM,SIRI,TSLA,TXN,VMW
08/09/2015 13:00,27.772475,78.9,77.49,1.869,25.5505,93.33,28.5,127.0601,69.16,26.07,42.88,31.944,146.23,8.675,29.3,86.79,89.04,43.44,4260.54,94.2126,72.3,5.63125,37.24,34.375,54.86,3.825,16.57446667,48.39,80.11
08/09/2015 13:30,27.6525,78.78,77.5,1.865,25.48725,93.3,28.495,126.95,69.24,26.07,42.875,31.901135,146.12,8.655,29.25,86.69,88.98,43.2375,4252.43,93.87,71.95,5.6325,37.26,34.42,54.84,3.815,16.45133333,48.24,79.99
08/09/2015 14:00,27.71,79.27,77.7499,1.875,25.60651,93.49,28.605,127.87,69.63,26.16,42.99,32.07,146.43,8.665,29.39,86.93,89.295,43.43,4270.42,93.9866,72.22,5.655,37.43,34.47,54.9299,3.82,16.50466667,48.4401,79.9
08/09/2015 14:30,27.7925,79.6,77.9,1.875,25.742,93.55,28.609,128.22,69.95,26.2,43,32.14,146.61,8.69,29.385,87.18,89.65,43.615,4281.46,95.6136,72.61,5.6625,37.67,34.39,55.0832,3.845,16.56333333,48.49,80.1
08/09/2015 15:00,27.76,79.74,77.97,1.88,25.76525,93.69,28.76,128.89,70.285,26.25,43.145,32.196,146.875,8.7,29.455,87.35,89.65,43.715,4285.85,95.204,72.995,5.68,37.735,34.47,55.105,3.83,16.51666,48.55,80.16
08/09/2015 15:30,27.9025,79.74,78.06,1.875,25.7735,93.64,28.84,128.715,70.48,26.24,43.195,32.186,146.88,8.7125,29.45,87.59,89.56,43.745,4291.59,94.77,73.03,5.677475,37.65,34.58,55.135,3.845,16.53933333,48.605,80.31
08/09/2015 16:00,28.0775,79.78,78.2,1.88,25.875,93.84,28.88,129.17,70.76,26.31,43.29,32.192,147.13,8.7175,29.49,87.74,89.5,43.88,4301.62,94.95,73.38,5.6725,37.69,34.7,55.2,3.85,16.55066667,48.69,80.54
08/09/2015 16:30,28.1,79.9,78.2,1.88,25.8505,93.88,28.87,129.16,70.76,26.3,43.285,32.1725,147.23,8.72,29.45,87.74,89.47,43.89,4303.53,94.85,73.33,5.675,37.68,34.7,55.08,3.85,16.712,48.69,80.5
09/09/2015 10:00,28.0475,80.32,78.36,1.9599,26.387,93.7,28.86,127.73,70.4744,26.68,43.49935,32.753,148.79,8.805,29.9265,87.66,91.431,44.27,4334.35,99.04,73.06,5.685,38.08,34.06,55.8,3.885,16.83540667,48.93,80.57
09/09/2015 10:30,28.1175,80.15,78.08,1.9399,26.4255,93.28,29.02,127.03,70,26.525,43.3,32.699,147.71,8.725,29.51,87.19,91.43,44.09,4326.84,102.2,73.07,5.635,37.9,34.215,55.635,3.885,16.83866667,48.49,80.71
09/09/2015 11:00,28.07375,79.65,77.8,1.869,26.24225,92.47,28.83,126.65,69.65,26.42,43.15,32.579,147.26,8.715,29.495,87.1,91.24,43.8999,4309.99,101.264,73.05,5.6025,37.82,34.15,55.18,3.88,16.74216,48.3,80.93
09/09/2015 11:30,28.0425,79.67,77.99,1.86,26.246,92.1,28.94,128.02,69.4106,26.42,43.12,32.597075,147.13,8.71,29.58,87.304,91.461,43.795,4309.21,101.22,73.02,5.61725,37.84,34.0848,55.215,3.86,16.73533333,48.42,81
09/09/2015 12:00,28.1375,79.77,78.17,1.864,26.2205,92.33,29.01,128.43,69.74,26.44,43.175,32.5955,147.22,8.6875,29.6499,87.56,91.41,43.795,4312.27,101.32,73.2262,5.625,37.7449,34.08,55.15,3.865,16.764,48.35,81.26
09/09/2015 12:30,28.22625,80.08,78.31,1.865,26.208,92.44,29.17,129.48,70.09,26.535,43.39,32.7165,147.42,8.7025,29.7134,88,91.56,43.91,4325.91,101.3385,73.23,5.635,37.805,34.4735,55.19,3.885,16.81,48.57,81.755
09/09/2015 13:00,28.20125,79.87,78.32,1.865,26.19075,92.46,29.07,128.96,70.17,26.38,43.285,32.663,147.05,8.72,29.625,87.77,91.71,43.6946,4319.75,101.21,73.05,5.6325,37.645,34.32,54.9,3.86,16.76116667,48.41,80.97
09/09/2015 13:30,28.179775,79.91,78.19,1.84,26.149,92.285,29.12,129.16,70.08,26.3,43.275,32.62725,146.8496,8.715,29.5809,87.75,91.697,43.8599,4317.29,100.2001,72.99,5.63725,37.635,34.41,54.95,3.86,16.696,48.365,80.85
09/09/2015 14:00,28.035,79.44,77.85,1.839,26.05575,91.61,28.94,127.941,69.53,26.215,43.075,32.3885,146.08,8.705,29.37,87.28,91.34,43.52,4294.69,100.09,72.07,5.61,37.37,34.345,54.66,3.855,16.65733333,48.11,80.17
09/09/2015 14:30,27.905,79.42,77.98,1.84,26.1005,91.59,28.97,128.36,69.53,26.19,43.035,32.4035,146.11,8.7,29.45,87.38,91.33,43.4625,4294.41,100.04,72.52,5.625,37.39,34.355,54.56,3.865,16.702,48.1,79.65
09/09/2015 15:00,27.89625,79.25,77.86,1.83,25.968,91.62,28.9101,128.47,69.42,26.19,42.94,32.2975,146.08,8.675,29.435,87.0699,90.94,43.39,4286.19,98.72,72.26,5.625,37.43,34.46,54.675,3.855,16.66066667,48.12,78.87
09/09/2015 15:30,27.755,79.09,77.73,1.8467,25.941,91.34,28.84,128.23,69.48,26.1,42.855,32.32,145.85,8.6825,29.37,87.035,90.995,43.27,4278.57,99.29,72.36,5.5925,37.36,34.7701,54.55,3.86,16.68666667,47.9642,78.95
09/09/2015 16:00,27.5364,78.53,77.52,1.84,25.8445,91.04,28.7,127.22,69.04,25.94,42.565,32.171,145.09,8.635,29.24,86.64,90.45,43.07,4252.81,99.18,72.04,5.5575,37.1,34.37,54.32,3.845,16.594,47.62,78.39
09/09/2015 16:30,27.5125,78.52,77.51,1.85,25.8445,91.07,28.69,127.13,69.03,25.95,43.1473,32.1705,145.05,8.66,29.29,86.64,90.4299,43.1,4253.45,99.3,72.02,5.5575,37.09,34.38,54.32,3.83,16.59,47.61,78.39
10/09/2015 10:00,27.795,78.44,77.63,1.835,25.913005,91.27,28.54,124.85,69.17,25.995,42.7,32.3,144.95,8.615,28.96,87.31,89.92,42.82,4256.52,97.307,72.05,5.51,37.25,33.33,54.84,3.83,16.41866667,47.1,78.37
10/09/2015 10:30,27.8625,78.235,77.68,1.836,26.0495,91.67,28.54,126.07,69.25,26.045,42.755,32.1885,145.2099,8.62975,29.26,87.49,90.1366,43.04,4263.14,99.08,72.2,5.595,37.32,33.3,54.86,3.86,16.468,47.405,78.87
10/09/2015 11:00,28.08375,78.71,78.24,1.8643,26.185,92.28,28.81,127.475,69.78,26.35,43.075,32.38,146.08,8.665,29.45,87.989,90.77,43.49,4296.08,98.59,72.86,5.6625,37.52,33.5098,55.37,3.865,16.55266667,47.74,79.65
10/09/2015 11:30,28.02715,78.2,77.78,1.845,26.0425,92.03,28.75,126.79,69.5,26.29,42.875,32.2675,145.49,8.6275,29.28,87.87,90.54,43.205,4279.31,98.57,72.72,5.62,37.49,33.0501,55.04,3.8525,16.6,47.31,79.66
10/09/2015 12:00,28.105,78.36,78.01,1.86,26.0875,92.15,28.8623,127.5,69.57,26.31,42.945,32.3465,146.077,8.625,29.41,87.96,90.9,43.29,4289.11,98.5,72.55,5.655,37.62,33.0225,55.2325,3.85,16.611,47.63,79.75
10/09/2015 12:30,28.09,78.37,78.13,1.87,26.105485,92.03,28.9,127.4,69.58,26.325,42.985,32.2715,145.9,8.6575,29.39,87.89,90.86,43.29,4288.61,98.26,72.47,5.66,37.55,33.07,55.29,3.86,16.562,47.535,79.8
10/09/2015 13:00,28.11875,78.46,78.3,1.87,26.11,92.44,28.97,127.46,69.56,26.34,43.05,32.43125,146.22,8.665,29.435,87.89,90.87,43.405,4294.98,98.17,72.225,5.655,37.645,33.16,55.42,3.86,16.58666667,47.5999,79.96
10/09/2015 13:30,28.22625,78.65,78.49,1.865,26.1995,92.7,29.12,128.07,69.79,26.415,43.24,32.586,146.75,8.72,29.57,88.52,91.44,43.57,4311.58,99.4499,72.43,5.7025,37.78,33.23,55.62,3.865,16.668,47.8,80.01
10/09/2015 14:00,28.2075,78.66,78.56,1.865,26.23252,92.56,29.19,128.82,69.81,26.395,43.23,32.668,146.81,8.74,29.495,88.63,91.72,43.53,4313.89,99.41,72.51,5.69625,37.84,33.21,55.625,3.87,16.638,47.84,79.98
10/09/2015 14:30,28.167475,78.7,78.35,1.85,26.155,92.22,29.12,128.74,69.71,26.3699,43.15,32.5728,146.78,8.775,29.42,88.39,91.73,43.455,4306.85,99.1302,72.49,5.665,37.8,33.4,55.51,3.86,16.64533333,47.65,79.76
10/09/2015 15:00,28.133125,78.55,78.09,1.85,26.01,92.19,28.98,128.435,69.59,26.3,43.015,32.533,146.42,8.8,29.285,88.12,91.47,43.2831,4294.19,98.93,72.66,5.64625,37.65,33.76,55.36,3.86,16.57266667,47.425,79.47
10/09/2015 15:30,28.12,78.42,77.85,1.835,26.014,92.22,28.935,128.05,69.51,26.2425,42.94,32.513,146.11,8.815,29.24,88.12,91.45,43.22,4288.54,98.8,72.47,5.6325,37.575,33.44,55.375,3.85,16.55666667,47.275,79.13
10/09/2015 16:00,28.1475,78.7,77.93,1.83,26.112,92.24,29.06,128.72,69.73,26.26,42.95,32.5665,146.18,8.805,29.28,88.3,91.97,43.3,4295.39,99.48,72.64,5.645,37.62,33.46,55.33,3.86,16.55866667,47.42,79.25
10/09/2015 16:30,28.1175,78.7,77.92,1.85,26.1095,92.21,29.06,128.72,69.75,26.21,42.96,32.554,145.5513,8.8,29.21,88.26,91.94,43.2,4296.3,99.48,72.86,5.65,37.7,33.35,55.25,3.86,16.56533333,47.41,79.26
11/09/2015 10:00,28,78.28,77.334,1.84,26.23985,91.45,28.56,128.5,69.02,26,42.71,32.401,145.87,8.785,29.205,87.33,91.33,43.12,4272.73,99.48,72.34,5.58,37.46,33.32,54.71,3.825,16.45,47.005,79.99
11/09/2015 10:30,28.0025,78.47,77.61,1.83,26.2495,91.51,28.6,128.7,69.46,25.985,42.73,32.677,146.59,8.785,29.1399,87.955,91.45,43.1387,4278.42,98.7999,72.42,5.5825,37.655,32.79,54.77,3.81,16.42333333,46.98,80.16
11/09/2015 11:00,28.08,78.38,77.43,1.835,26.23525,91.4,28.635,128.6125,69.17,25.88,42.715,32.64,146.63,8.75,29.0725,87.64,91.3,43.085,4273.97,98.455,72.24,5.58,37.59,32.805,54.56,3.805,16.35622667,46.91,80.07
11/09/2015 11:30,28.0525,78.47,77.73,1.8305,26.25,91.16,28.83,128.81,69.27,25.95,42.845,32.652,146.85,8.755,29.21,87.76,91.47,43.19,4281.14,98.35,72.63,5.5975,37.73,32.69,54.47,3.81,16.39933333,47.08,80.06
11/09/2015 12:00,28.13,78.58,77.94,1.82,26.29475,91.4,28.88,129.05,69.35,25.965,42.87495,32.6515,146.99,8.795,29.3,88.0201,91.5372,43.33,4291.84,98.341,72.76,5.6325,37.6645,32.72,54.71,3.81,16.47399333,47.25,80.4525
11/09/2015 12:30,28.2375,78.9,78.16,1.825,26.3643,91.48,28.94,130.499,69.78,25.99,42.995,32.6595,147.04,8.845,29.315,88.34,91.55,43.48,4303.01,97.77,73.23,5.6475,37.705,32.7438,54.67,3.82,16.452,47.37,80.52
11/09/2015 13:00,28.31,79.12,78.2499,1.835,26.36275,91.52,28.975,130.52,69.8,26.04,43.0325,32.723,147.25,8.845,29.385,88.65,91.73,43.55,4307.46,97.768,73.23,5.675,37.795,32.7605,54.81,3.81,16.47166667,47.46,80.36
11/09/2015 13:30,28.23375,78.81,77.94,1.82,26.299,91.28,28.86,130.64,69.7,25.89,42.875,32.6635,146.85,8.81,29.304,88.41,91.54,43.315,4293.79,97.6,73.19,5.6475,37.685,32.76,54.66,3.81,16.45666667,47.27,80.3
11/09/2015 14:00,28.32125,78.79,78.05,1.82,26.3025,91.315,28.88,130.822,69.68,25.9,42.92,32.598,146.87,8.82,29.3254,88.52,91.4223,43.37,4296.6,97.8299,73.04,5.6675,37.73,32.9,54.63,3.815,16.42333333,47.3462,80.22
11/09/2015 14:30,28.4125,78.765,78.06,1.825,26.355,91.32,29.005,130.66,69.7,25.87,42.89,32.6615,146.84,8.83,29.32,88.5,91.69,43.365,4303.72,97.9718,72.99,5.68,37.78,32.985,54.65,3.815,16.526,47.396,80.31
11/09/2015 15:00,28.45,78.9,78.14,2.035,26.37575,91.385,29.065,130.59,69.86,25.915,43,32.68,146.9684,8.83,29.43,88.95,91.905,43.4199,4309.3,97.855,73.13,5.67625,37.88,33.04,54.78,3.795,16.57933333,47.46,80.34
11/09/2015 15:30,28.502525,79.01,78.22,1.995,26.3735,91.605,29.07,130.6014,69.93,25.945,43.03,32.6705,146.95,8.835,29.4,89.06,91.875,43.375,4313.28,97.87,73.24,5.66375,37.83,33.2,54.72,3.805,16.598,47.53,80.53
11/09/2015 16:00,28.55,79.19,78.29,2.01,26.4715,91.67,29.14,131.08,70.05,26.02,43.03,32.7655,147.31,8.85,29.465,89.32,92.03,43.48,4320.26,97.51,73.64,5.6625,37.91,33.545,54.65,3.81,16.68,47.57,80.58
11/09/2015 16:30,28.505,79.19,78.31,2.02,26.475,91.68,29.15,131.05,70.1,26.05,43.035,32.7575,147.31,8.845,29.48,89.3,92.01,43.45,4323.23,97.45,73.6,5.6625,37.92,33.48,54.66,3.81,16.67866667,47.57,80.56
14/09/2015 10:00,28.98375,78.79,77.92,1.9399,26.238,91.09,29.12,132.71,70.04,25.8,42.765,32.5435,145.75,8.85,29.12,88.645,92.26,42.91,4307.05,95.27,72.81,5.6475,37.445,33.29,54.25,3.78,16.714,47.66,80.15
14/09/2015 10:30,29.066075,78.89,77.97,1.91,26.205,91.08,29.15,133.03,70.02,25.79,42.8,32.644,145.845,8.82,29.19,88.785,91.815,43.01,4308.41,94.592,73.16,5.6775,37.55,33.2214,54.24,3.77,16.78333333,47.64,79.99
14/09/2015 11:00,28.9425,78.72,77.915,1.94,26.14,91.39,29.21,133.52,70.03,25.81,42.805,32.596,146.2,8.805,29.275,88.8,92.045,43.05,4308.58,95.2759,73.2,5.69,37.64,33.27,54.33,3.81,16.85066667,47.96,80.1
14/09/2015 11:30,28.848775,78.81,77.75,1.915,26.011,91.1,29.07,133.04,70.01,25.78,42.68,32.621,146.15,8.8125,29.205,88.63,92.13,42.985,4302,95.6,73.24,5.675,37.66,33.258,54.26,3.81,16.84066667,47.82,80.04
14/09/2015 12:00,28.865,78.63,77.74,1.88,26.029995,90.77,29.07,132.96,69.76,25.7864,42.73,32.5355,146.02,8.815,29.2969,88.46,91.96,42.9446,4301.52,95.56,73.01,5.66375,37.52,33.424,54.23,3.82,16.8267,47.78,79.95
14/09/2015 12:30,28.772225,78.61,77.8,1.86,26.0785,90.64,29.16,132.41,69.78,25.8086,42.725,32.565495,146.17,8.815,29.35,88.38,92.12,42.9695,4300.48,95.71,72.6,5.6675,37.6,33.82,54.1,3.8,16.87866667,47.82,79.91
14/09/2015 13:00,28.772225,78.585,77.745,1.88,26.05,90.76,29.17,131.96,69.7,25.775,42.685,32.55825,145.91,8.8,29.3336,88.6,92.05,42.975,4299.02,95.35,72.41,5.66,37.5,33.876,54.11,3.81,16.882,47.85,79.6401
14/09/2015 13:30,28.815,78.44,77.78,1.85,25.97133,90.96,29.11,131.5,69.73,25.77,42.645,32.5635,145.72,8.805,29.33,88.75,92.06,42.93,4298.29,95.17,72.71,5.665,37.415,33.7701,54.12,3.815,16.8812,47.79,79.74
14/09/2015 14:00,28.93125,78.755,78.12,1.85,26.09025,91.27,29.23,131.53,69.96,25.78,42.81,32.7143,146.26,8.83,29.455,88.98,92.465,43.07,4314.18,95.61,73.13,5.67,37.56,33.68,54.25,3.825,16.92408667,47.85,79.96
14/09/2015 14:30,28.845,78.48,77.84,1.83,26.053,90.8857,29.179,130.86,69.82,25.69,42.695,32.676,145.65,8.825,29.335,88.73,92.4,42.92,4304.99,95.69,73.27,5.66,37.52,33.77,54.17,3.825,16.91466667,47.71,79.98
14/09/2015 15:00,28.86125,78.53,77.81,1.82,26.055225,91.11,29.15,131.19,69.83,25.725,42.675,32.671,145.7,8.7825,29.425,88.73,92.299,43.04,4308.71,95.464,73.32,5.66875,37.47,33.68,54.28,3.83,16.86333333,47.91,80.04
14/09/2015 15:30,28.850025,78.449,77.72,1.82,26.061,91.01,29.11,130.81,69.9294,25.69,42.645,32.590495,145.6,8.8175,29.4,88.77,92.17,42.97,4305.29,95.39,73.2,5.66125,37.6,33.75,54.26,3.83,16.83333333,47.79,79.99
14/09/2015 16:00,28.834475,78.47,77.75,1.81,26.0585,90.92,29.21,131.19,69.9,25.69,42.605,32.607,145.69,8.835,29.4,88.83,92.32,43.03,4308.18,95.69,73.56,5.6725,37.575,33.77,54.31,3.82,16.876,47.83,80
14/09/2015 16:30,28.83,78.46,77.76,1.82,26.0495,90.93,29.16,131.25,69.89,25.68,42.60925,32.6235,145.65,8.84,29.44,88.8,92.31,43.08,4308.76,95.88,73.108,5.6558,37.5969,33.7734,54.2362,3.82,16.88333333,47.6656,79.966
15/09/2015 10:00,28.72,78.83,78.07,1.84,25.900625,92.57,29.58,132.83,70.52,25.81,42.665,32.8105,146.0401,8.85,29.72,88.55,92.09,43.74,4316.25,94.4634,73.465,5.70125,37.53,33.08,54.85,3.82,16.79933333,48.47,79.805
15/09/2015 10:30,28.9,78.96,78.23,1.85,26.0645,92.95,29.74,133.86,70.77,25.82,42.815,33.1,146.06,8.8525,29.835,88.6,92.43,43.8,4332.14,94.38,73.07,5.705,37.78,33.11,54.83,3.835,16.794,48.69,80.03
15/09/2015 11:00,28.9875,79.5,78.54,1.845,26.2015,93.18,29.84,134.41,71.3,25.96,42.9125,33.1815,146.61,8.8525,29.85,88.96,92.74,43.88,4347.79,95.35,73.71,5.75,37.72,33.22,55.085,3.845,16.84,48.53,80.35
15/09/2015 11:30,28.98375,79.42,78.68,1.85,26.1772,92.86,29.83,134.04,71.35,25.92,43.03,33.1575,146.88,8.87,29.7821,89.11,92.69,44,4344.72,96.1423,73.49,5.7475,37.97,33.565,54.9,3.835,16.804,48.35,80.4
15/09/2015 12:00,28.93625,79.5201,78.61,1.845,26.273,92.61,29.915,133.67,71.1931,25.865,43.005,33.212,146.88,8.85,29.675,88.97,92.83,43.78,4343.69,96.78,73.4664,5.7525,37.975,33.54,54.865,3.83,16.81576,48.17,80.31
15/09/2015 12:30,28.992525,79.62,78.68,1.845,26.2895,92.835,29.95,133.71,71.54,25.8844,43.12,33.2485,147.11,8.845,29.705,89.33,93.02,43.91,4349.17,97.1,73.72,5.7525,38.03,33.6132,54.86,3.835,16.82666667,48.31,80.29
15/09/2015 13:00,28.9875,79.49,78.6199,1.835,26.317,92.77,29.93,133.36,71.37,25.865,43.055,33.264,146.86,8.85,29.6899,89.12,92.96,43.755,4345.29,96.13,73.74,5.7125,37.91,33.3801,54.69,3.84,16.76866667,48.18,80.225
15/09/2015 13:30,29.0125,79.725,78.88,1.86,26.369,93,29.97,133.91,71.55,25.95,43.22,33.340375,147.38,8.85,29.74,89.56,93.135,43.9,4356.82,96.8201,73.99,5.7275,38.1,33.61,54.845,3.845,16.83333333,48.32,80.37
15/09/2015 14:00,29.025,79.69,78.9,1.86,26.236625,93.47,29.86,134.43,71.34,25.97,43.2575,33.3635,147.5,8.8475,29.82,89.3225,92.88,43.89,4356.58,97.255,73.74,5.74,38.08,33.45,54.825,3.845,16.85533333,48.43,80.46
15/09/2015 14:30,29.0225,79.86,79.05,1.855,26.164995,93.4,29.84,134.54,71.27,25.955,43.355,33.3615,147.485,8.85,29.77,89.54,92.875,44.02,4361.07,97.5,73.63,5.75,38.085,33.31,54.95,3.845,16.87133333,48.38,80.46
15/09/2015 15:00,29.0925,80.05,79.19,1.855,26.205,93.4,29.89,134.82,71.48,26.06,43.455,33.388,147.615,8.85,29.78,89.67,93.105,44.24,4368.63,98.65,73.76,5.7475,38.1,33.57,55.0751,3.855,16.90412,48.4,80.6
15/09/2015 15:30,29.10875,80.08,79.17,1.8603,26.2535,93.6,29.905,134.605,71.61,26.0772,43.43495,33.36226,147.85,8.85,29.775,89.505,93.08,44.18,4370.83,99.08,74.21,5.755,38.17,33.866,55.0735,3.855,16.90466667,48.4,80.67
15/09/2015 16:00,29.0675,79.53,78.89,1.86,26.117,93.34,29.8,134.38,71.24,25.99,43.35,33.2805,147.6,8.875,29.72,88.99,92.89,43.98,4360.1,99.21,74.27,5.735,37.99,33.8,54.88,3.855,16.89933333,48.31,80.5
15/09/2015 16:30,29.1,79.53,78.89,1.86,26.1475,93.33,29.8,134.38,71.27,25.98,43.35,33.2575,147.53,8.88,29.72,88.99,92.75,43.97,4360.28,99.22,74.26,5.735,37.99,33.8068,54.87,3.8501,16.92066667,48.3,80.49
16/09/2015 10:00,28.95675,79.52,79.03,1.85,25.982,93.08,30.0567,130.8,71.574,26.025,43.31,33.15,147.6575,8.8875,29.48,88.98,92.76,44.195,4351.35,100.82,73.85,5.6925,38.255,33.66,54.82,3.86,17.06366667,47.84,80.45
16/09/2015 10:30,29.035,79.77,79.29,1.8682,26.1135,93.66,30.39,130.98,71.43,26.0301,43.43,33.1775,147.95,8.905,29.535,88.62,92.8,44.0639,4357.71,102.24,74.25,5.71,38.335,33.74,55.09,3.855,17.13866667,48.05,80.55
16/09/2015 11:00,28.9675,79.95,79.26,1.8599,26.1485,93.39,30.365,131.325,71.44,25.985,43.405,33.1495,147.97,8.895,29.595,88.545,92.69,43.895,4354.2,102,74.06,5.7325,38.27,33.69,55.23,3.86,17.13733333,48.04,80.5
16/09/2015 11:30,29.1175,80.4,79.665,1.88,26.21375,93.82,30.43,131.74,71.85,26.06,43.52,33.2995,148.86,8.915,29.68,88.96,93.31,44.2737,4373.34,101.785,73.84,5.77,38.3401,33.91,55.47,3.87,17.258,48.31,80.77
16/09/2015 12:00,29.07625,80.25,79.56,1.8899,26.1835,93.55,30.45,132.08,71.65,26.08,43.57,33.3445,148.82,8.92,29.7,88.85,93.19,44.18,4371.15,102.215,73.75,5.79375,38.3,33.87,55.42,3.87,17.28,48.46,80.84
16/09/2015 12:30,29.07,80.42,79.609,1.885,26.2235,93.64,30.34,132.0502,71.58,26.04,43.61495,33.3925,148.64,8.9225,29.695,89.06,93.28,44.2,4376.49,102.411,73.89,5.7975,38.44,33.76,55.39,3.865,17.27826667,48.53,80.93
16/09/2015 13:00,29.0525,80.43,79.655,1.885,26.241,93.75,30.375,131.72,71.45,26.05,43.705,33.384,148.8553,8.9175,29.741,89.09,93.33,44.19,4379.84,103.04,73.94,5.8025,38.47,33.71,55.46,3.865,17.40226667,48.58,80.86
16/09/2015 13:30,28.97,80.22,79.5,1.87,26.180935,93.53,30.35,131.25,71.12,25.985,43.655,33.21875,148.52,8.925,29.72,89.02,93.185,44.185,4367.62,102.41,73.874,5.7675,38.38,33.57,55.22,3.86,17.25666667,48.58,80.77
16/09/2015 14:00,29.00975,80.17,79.6699,1.875,26.25275,93.83,30.39,131.32,71.62,26,43.745,33.369,148.4608,8.9275,29.75,89.24,93.4412,44.21,4374.26,103.2199,73.89,5.7825,38.365,33.64,55.29,3.87,17.37600667,48.68,80.76
16/09/2015 14:30,28.9775,79.93,79.46,1.86,26.2275,93.37,30.23,130.35,71.28,25.94,43.57,33.222,148.193,8.9,29.62,88.96,93.14,44.025,4362.48,103,73.68,5.75375,38.31,33.51,55.093,3.87,17.31466667,48.44,80.57
16/09/2015 15:00,28.9975,80.19,79.705,1.88,26.3125,93.455,30.375,131.19,71.79,26.03,43.655,33.279,148.48,8.92,29.71,89.31,93.29,44.16,4375.66,103.7,73.92,5.775,38.3,33.7302,55.28,3.865,17.44266667,48.66,80.89
16/09/2015 15:30,29.0575,80.2728,79.7,1.89,26.3729,93.63,30.43,131.34,71.88,26.0675,43.71,33.2985,148.48,8.9475,29.75,89.35,93.35,44.21,4380.53,104.2734,73.8,5.7775,38.439,33.92,55.235,3.875,17.43934,48.72,80.91
16/09/2015 16:00,29.105,80.53,79.59,1.885,26.362,93.75,30.515,131.48,71.87,26.06,43.65,33.263,148.36,8.93,29.76,89.49,93.45,44.3,4383.28,104.12,73.94,5.7775,38.29,33.76,55.2,3.88,17.48333333,48.71,80.95
16/09/2015 16:30,29.0875,80.53,79.59,1.89,26.3505,93.71,30.54,131.3003,72.05,26.07,43.67,33.276,148.12,8.935,29.77,89.47,93.45,44.3,4383.67,104.31,73.94,5.795,38.2,33.77,55.19,3.85,17.49333333,48.7,80.96
17/09/2015 10:00,28.83,80.31,79.9,1.92,26.525,92.47,30.705,131.23,72,26.1251,43.81,33.288,148.07,8.94,29.69,86.49,93.286,44.4,4380.95,102.79,73.89,5.89375,37.285,33.36,55.375,3.88,17.53733333,48.52,80.64
17/09/2015 10:30,28.835,80.47,79.92,1.905,26.6675,92.41,30.86,130.99,72.3,26.2,43.855,33.441,148.34,8.9275,29.625,86.61,93.58,44.583,4385.09,103.98,73.96,5.8625,37.31,33.405,55.41,3.9,17.48813333,48.33,80.6
17/09/2015 11:00,28.86625,80.26,79.9,1.88,26.59025,92.5,30.71,131.26,72.23,26.125,43.897,33.399,148.06,8.93,29.635,86.97,93.47,44.435,4387.59,103.9592,74.33,5.845,37.01,33.34,55.2663,3.9,17.52266667,48.27,80.58
17/09/2015 11:30,28.89725,80.6,80.05,1.895,26.632,92.53,30.87,131.62,72.37,26.09,43.97,33.397,148,8.915,29.68,87.2,93.34,44.585,4388.85,103.832,74.38,5.85625,36.9601,33.2732,55.4,3.895,17.474,48.35,80.6
17/09/2015 12:00,28.885,80.28,79.93,1.8883,26.623,92.45,30.99,131.45,72.25,26.015,43.925,33.338,147.82,8.905,29.7,86.91,93.32,44.43,4386.4,103.59,74.39,5.86125,37.01,33.56,55.34,3.89,17.51733333,48.35,80.46
17/09/2015 12:30,28.8975,80.65,80.04,1.89,26.76,92.41,30.99,131.83,72.3613,26.09,44,33.4205,147.795,8.92,29.775,86.54,93.5,44.54,4392.95,104.27,74.39,5.8625,37.08,33.6,55.32,3.89,17.53133333,48.38,80.51
17/09/2015 13:00,28.8625,80.62,80.045,1.895,26.7845,92.48,30.975,131.88,72.18,26.075,44.045,33.39,147.86,8.91,29.84,85.72,93.2934,44.55,4393.73,104.72,74.35,5.8725,37.03,33.66,55.37,3.882,17.55371333,48.46,80.5
17/09/2015 13:30,28.861075,80.59,80.01,1.8999,26.85,92.61,31.11,131.98,72.03,26.1,44.07475,33.436,148.33,8.895,29.87,85.54,93.38,44.5635,4398.2,105.4699,74.3791,5.87625,37.05,33.61,55.42,3.8985,17.57333333,48.51,80.54
17/09/2015 14:00,28.8225,80.58,79.94,1.8899,26.847,92.6,30.99,131.91,72.09,26,44.035,33.489,148.32,8.905,29.875,85.98,93.6497,44.54,4395.12,105.36,74.07,5.88,37.02,33.35,55.31,3.88,17.552,48.365,80.64
17/09/2015 14:30,28.775,80.65,79.64,1.9,26.916,92.9,31.16,131.676,72.16,25.96,43.895,33.645,148.07,8.905,29.89,85.698,94.12,44.4,4398.72,105.77,74.45,5.8805,36.92,33.37,55.32,3.89,17.49066667,48.48,80.77
17/09/2015 15:00,29.054975,81.81,80.4,1.92,27.1985,93.99,31.395,132.48,73,26.205,44.28,33.928,149.36,8.96875,30.12,86.5,95.05,44.85,4438.48,107.078,75.32,5.9225,37.13,33.81,55.75,3.905,17.64733333,48.9525,81.17
17/09/2015 15:30,28.7825,80.8,79.77,1.89,27.0085,93.21,31.035,131.09,72.49,25.98,43.965,33.637,148.56,8.89,29.82,85.95,94.53,44.5,4401.88,105.04,74.82,5.8575,36.88,33.5,55.29,3.87,17.526,48.42,80.76
